content;score;thumbsUpCount;at;appVersion;text_length;word_count
maaf ka sebelum nya ini kan saya rusak hp nya mau d pindah kan m banking NY ke hp baru ko susah ya posisi saya di luar negri tapi no yg saya daftar kan di m banking nempel d saya juga dan udah d roaming kan maaf gimana cara nya ya soal NY saya kirim SMS juga gagal terus tolong saya ka saya butuh banget m banking ini;3;0;2025-11-19 13:08:14;4.7.5;317;68
Sejak pagi hr ini saya mau coba verifikasi ktp ndak bisa. Padahal pakai wifi. Gimana ini ???? versi sudah terbaru hadeeh;2;0;2025-11-19 12:58:38;4.7.5;120;21
kenapa update sekarang udah tidak terlihat notifikasi uang masuk dan keluar... di cek di notifikasi malah kosong..tolong segera diperbaiki;3;0;2025-11-19 12:45:31;4.7.5;138;19
bagus dan keren saya sangat suka;5;0;2025-11-19 11:49:43;;32;6
bagus;5;0;2025-11-19 10:20:31;4.7.5;5;1
sulit di menegerti;1;0;2025-11-19 07:15:03;;18;3
ok;5;0;2025-11-19 07:11:54;4.7.5;2;1
sangat baik dan memperlancar transaksi keuangan.;5;0;2025-11-19 05:32:56;4.7.0;48;6
Anjir sekarang minta otp susah banget, request siang. masuk kode otpnya malem. buang buang pulsa doang bangke !;1;0;2025-11-19 03:45:07;;111;18
baru withdraw dari saldo akun ojol ke rekening BCA. ternyata uangnya belum masuk juga ke rekening BCA. padahal riwayat withdraw sudah berhasil. dan dilihat dari riwayat mutasi. terbaca nominal uangnya. tapi di informasi saldo TIDAK ADA. apa BCA sedang gangguan. kenapa tidak ada pemberitahuan.;1;0;2025-11-19 03:02:20;4.7.5;293;44
mantap;5;0;2025-11-19 00:55:33;4.7.5;6;1
ok;5;0;2025-11-18 23:45:46;;2;1
Aplikasi BCA Mobile sangat keren,fitur nya mudah dipahami sehingga cocok digunakan untuk semua kalangan,Selama saya menggunakan apps BCA Mobile dari tahun 2019 belum pernah ada gangguan sekalian pun. Mantap banget deh.. Cuma 1 masukan Gassss pol BCA;5;2;2025-11-18 23:21:55;4.7.5;249;37
baik;5;0;2025-11-18 23:02:16;;4;1
parah lemotnya;1;0;2025-11-18 22:46:08;4.7.5;14;2
biar bintang yang berbicara the best lah BCA selalu konsisten kalo soal keamanan salut;5;1;2025-11-18 22:23:23;4.7.5;86;14
lama bgt buka aplikasinya, jadi ribet dan makan waktu lama. kalau lg buru buru, hadehhhh nunggu lagi. sinyal bagus juga tetep aja merah atau biru, udh restart lama lagi duhh. Padahal aplikasi sudah terupdate dan sinyal stabil;1;3;2025-11-18 21:33:33;4.7.5;225;37
ini aplikasinya yg di pakai yg my bca apa bca mobile?;5;0;2025-11-18 21:10:04;4.7.5;53;11
sangat bermanfaat untuk transaksi;5;0;2025-11-18 21:09:10;4.7.5;33;4
sangat Bagus;4;0;2025-11-18 20:58:41;4.7.5;12;2
ko loading ya...;5;0;2025-11-18 20:45:05;4.7.5;16;3
sangat membantu dalam bertransaksi;5;0;2025-11-18 19:50:19;4.7.5;34;4
baru kali ini saya kecewa. saya Transfer uang ke BCA saya pertama 80k ada masuk saldo bertambah, terus sama Transfer lagi 50k ada masuk dimutasi rekening masuk 50k tapi di saldo tidak masuk saldo tetap tidak bertambah. Saya jadi agak trauma mau Transfer ke BCA lagi untuk menabung;3;0;2025-11-18 19:13:21;4.0.9;280;48
jadi lemot banget;2;0;2025-11-18 19:09:40;4.7.5;17;3
Apa sih kode OTP ga masuk masuk!! pulsa banyak jaringan juga bagus tapi kode OTP ga masuk masuk!!;1;62;2025-11-18 17:57:08;4.7.5;97;18
baik;5;0;2025-11-18 17:55:22;4.7.5;4;1
mudah;5;0;2025-11-18 16:34:06;4.7.5;5;1
versi terbaru jadi lemot sekali, tolong diperbaiki lebih nyaman versi lama sat set no lemot2;1;1;2025-11-18 16:12:04;4.7.5;92;15
parah banget nih BCA tidak tanggung jawab transaksi pln gagal saldo kepotong dan di layanan bantun suruh telepon rumah habis 15k pulsa tanda hasil;1;0;2025-11-18 15:57:30;;146;24
bagus;5;0;2025-11-18 14:42:10;4.7.5;5;1
tolong dong dev pada bagian verifikasi data mode kamera saat verifikasi ktp jadi wide gagal terus;2;0;2025-11-18 13:24:46;4.7.5;97;16
aplikasi gak jelas mau narek uang gak bisa;1;0;2025-11-18 13:11:09;4.7.5;42;8
maksuy banguy Garuy Garuy BCA pulang aku jadi lamuy;1;0;2025-11-18 12:49:44;;51;9
ini kenapa semenjak di update jadi lambat yah ,;1;0;2025-11-18 12:32:05;4.7.5;47;9
mau donk hadiah undiannya...ngga pernah dpt dr BCA 😥;5;0;2025-11-18 11:29:58;4.7.5;52;9
setelah pindah ke perangkat baru , sering errornya padahal sudah kebank nya langsung sampe bolak balik;1;0;2025-11-18 10:50:30;4.7.5;102;16
laaah lapor gangguan lama minta ampun ,!!!! sekelas BCA kayak gini pelayanan nya;1;0;2025-11-18 10:37:25;4.7.5;80;13
abis update malah lemot;1;0;2025-11-18 10:10:39;4.7.5;23;4
keren;5;0;2025-11-18 09:56:09;4.7.5;5;1
susah connect nya,harus nunggu lampu hijau,ribet;3;0;2025-11-18 09:29:48;;48;6
sangat membantu dalam keseharian dalam bertransaksi;5;0;2025-11-18 09:16:13;4.7.5;51;6
Nyaman dipakai (bagi saya);5;0;2025-11-18 08:34:14;4.7.5;26;4
keren;5;0;2025-11-18 08:26:43;;5;1
👍👍👍;5;0;2025-11-18 07:53:43;;3;1
mantappppp;5;0;2025-11-18 04:50:08;4.7.5;10;1
knp tidak bisa ya.. saya download aplikasinya kenapa gak bisa di buka;1;0;2025-11-18 03:11:11;;69;12
aplikasi yang keren tapi kenapa di comerse kalau beli pulsa itu.mahal2 tarif nya;3;0;2025-11-17 23:02:15;4.7.5;80;13
hedeh knp skarang transfer malah GK masuk ilang dah duit gua parah bca;2;0;2025-11-17 22:06:12;4.7.5;70;13
muantap;5;0;2025-11-17 20:29:38;4.7.5;7;1
sudah ngeri pakai BCA baru kali ini uang masuk bisa hilang. di cek mutasi ga ada;1;0;2025-11-17 20:17:12;4.7.5;80;16
kenapa ga muncul di hp aplikasi nya ya ... apa hp ku yg jelek;5;0;2025-11-17 19:58:28;4.7.5;61;14
transaksi bagus tidak lemot;5;0;2025-11-17 18:21:44;4.7.5;27;4
Kecewa sekali. pakai BCA Mobile. sulit untuk masuk. stuck untuk verifikasi. menunggu lampu indikator hijau, maksudnya apa? berkali kali tiba² log out. menghabiskan pulsa!;1;1;2025-11-17 14:15:11;4.7.5;170;24
nice;5;0;2025-11-17 13:01:06;4.7.5;4;1
apl bagus 👍 dan praktis di saat cek saldo namun kendalanya sulit untuk login kembali ke hp baru;5;0;2025-11-17 12:17:02;4.7.5;95;18
transaksi perbankan jd mudah;5;0;2025-11-17 11:27:24;4.7.5;28;4
BCA luar biasa;5;0;2025-11-17 09:27:08;4.7.5;14;3
baru juga pake apk ini uang aku udah ilang 50rb tanpa alasan yang jelas, padahal ga pernah di pake apa apa!!;1;0;2025-11-17 06:24:46;4.7.5;108;21
bca mobile skrg jelek QR loading mlu VA nya jg kdang gabisa, kecewa;1;0;2025-11-17 05:12:20;4.7.5;67;13
allhamdulilah bisa fungsi kembali;5;0;2025-11-17 04:55:53;4.7.5;33;4
KERJA BAGUS;5;0;2025-11-17 00:31:12;4.7.5;11;2
tiap mau transaksi di atas jm 12 malam pasti signal merah terus, dan gk bisa di gunakan.. masak tiap hari maintenance!?;3;0;2025-11-17 00:18:17;4.7.5;119;21
ok;5;0;2025-11-16 22:46:38;;2;1
saya sering melakukan top up Flazz BCA, saldo kepotong tapi gak masuk ke Flazz nya. dan bukti transaksi nya pun ada,;1;0;2025-11-16 21:05:33;4.7.5;116;21
susah masuk;5;0;2025-11-16 19:55:39;;11;2
Aplikasi ini tidak menyenangkan bagi saya karena digitnya 0.Aplikasi ini mudah digunakan.Aplikasi ini tidak berisi iklan.;5;0;2025-11-16 18:55:49;4.7.5;121;16
aplikasi mbanking bca saya setiap masuk muncul kode 205 terus, apa yang saya harus lakukan;3;0;2025-11-16 15:14:02;4.7.5;90;15
saya dari apk ini top up ke dana saldo bca saya sudah terpotong tapi saldo dana saya gak masuk masuk sampai sekarang;1;0;2025-11-16 14:20:47;;116;22
Sangat baik dan membantu semua aktifitas;5;0;2025-11-16 13:52:00;;40;6
BCA bank yang buat kesan paling terburuk buat saya, pengen yang simpel itu susah. BCA id ga bisa karena keblokir dan kode otp udah hampir sebulan di coba berkala ga masuk masuk, kepikiran buat pake BCA mobile. Niat hati mau di urus secara online biar ga ribet jadi nyoba BCA mobile tapi hal yang serupa terjadi alasannya internet buruk lah, 232-transaksi tidak bisa dilakukan lah ada aja. Bela bela in beli pulsa lagi buat mastiin pulsa ku lebih dari cukup ttp ga bisa smpe tlpn 1500888 jga ga masuk;1;1;2025-11-16 13:10:27;4.7.5;499;89
Good;5;0;2025-11-16 13:00:51;;4;1
good;5;0;2025-11-16 12:56:30;4.7.0;4;1
kenapa akhir2 ini sering g bisa online,, lampu indikatornya merah terus ga berubah jadi hijau,, padahal kuota banyak,, di update sudah,, knp min,,?;5;0;2025-11-16 12:16:36;4.7.5;147;23
simple;5;0;2025-11-16 12:13:14;;6;1
gw beli token listrik, notanya ngga muncul tapi saldo gw udah di potong;3;0;2025-11-16 10:41:59;;71;13
semua fitur bagus cuma kadang lampu indikator nya kadang suka eror,, pdhal sinyal sama netnya bagus tp susah banget berubah JD warna hijau, mohon di perhatikan 🙏;5;0;2025-11-16 10:40:52;4.7.5;161;27
very good;5;0;2025-11-16 09:40:14;4.7.5;9;2
ribet, pelayanan tidak ramah;1;0;2025-11-16 08:45:24;4.7.5;28;4
sering perbaikan;5;0;2025-11-16 08:22:27;;16;2
topup ewalet dana saldo kepotong,tapi gk terkirim,gimanq sih ni bank,saldo ke potong tapi uang nya gak terkirim,;2;0;2025-11-16 08:03:11;4.7.5;112;17
sangat kecewa pulsa sudah banyak habis,, akhirnya BCA Mobile terblokir,, capek capek isi pulsa terus, sebb ganti HP mau masuk lagi rebet amat,, mau kecabang jauh,, sudah bnyak pulsa habis,,;1;0;2025-11-16 05:48:04;4.7.5;189;30
ketika malam Minggu pukul 00:00-05:00 ga bisa di pakai ini sangat merugikan;1;0;2025-11-16 04:51:18;4.7.5;75;12
ok;5;0;2025-11-16 04:23:39;4.7.5;2;1
tolong dong kalau ada pemeliharaan sistem diberitahu. disaat mendadak dan penting ini tdk dapat di gunakan. mbaking mbaking mandiri saja ada notifikasi. masak mbaking bca tidak;2;0;2025-11-16 03:55:18;4.7.5;176;26
sangat membantu maksih BCA 🙏🙏😄;5;0;2025-11-16 03:55:07;;30;5
pemeliharaan lama;1;0;2025-11-16 03:44:39;4.7.5;17;2
pusing ganguan nya lama bngt bca;1;0;2025-11-16 03:33:12;4.7.5;32;6
tiap malam minggu gangguan mulu sampai jam 5 subuh .. hmmmm;3;0;2025-11-16 03:14:32;4.7.5;59;11
"BCA KEKURANGAN ORNG PINTAR APA, GANGGUAN SAMPAI BERJAM"".....";1;0;2025-11-16 03:13:48;4.7.5;60;8
"terlalu banyak pemeliharaan sistem apalagi terjadi pemeliharaan sistem nya jam 00:00 - 05:00 jam dimana mau keluar takut kenapa"" karna jalanan sepi, saya lagi posisi urgent jadi gabisa pake Mobile banking SANGAT MENGGANGGU";1;0;2025-11-16 03:12:07;4.6.5;222;33
peningkatan pelayanan lagi hadeuhh.. lama bener. apalagi sih yg mau ditingkatkan, kalau masih ngandelin sinyal hijau doang;2;0;2025-11-16 03:11:29;4.7.5;122;17
"hanya pentingkan indonesia bagian barat .. bagian timur nya gimna ,, mau tarik uang kalau jam subuh ajah kagak bisa ,, harus mengikuti , gak kasian apa org kalau butuh uang sini"" .. biasanya gak pake waktu narik uang .. skrg malah pake waktu , katanya permudah .. malah ini persulit ,,, aneeeehhh BCA.. tolong dong buat ajah 24 Jam bisa";1;1;2025-11-16 03:04:08;4.7.5;336;61
lama kalo lagi maintenance🥴🥴;4;0;2025-11-16 02:56:37;;28;4
sistem pemeliharaan ko lm bgt, nyusahin konsumen aja,;1;0;2025-11-16 02:55:31;;53;8
maintenance ga ngotak 00-05. lah di jam segitu kan emang fungsi m-banking kalo kebutuhan urgent. kita di pedesaan di jam segitu mau keluar kemana..??;1;0;2025-11-16 02:50:29;4.7.5;149;24
tolong diperbaiki pelayanannya, kadang kalo malem suka gangguan udah tau penting !!!!;1;0;2025-11-16 02:25:37;;85;12
apa ini kok pemeliharaan apa nih;1;0;2025-11-16 02:01:38;4.7.5;32;6
Pelayanan Bca Joss gak diragukan lagi, cuma satu masukan sih biaya admin tolong jangan mahal-mahal yaaa bca 😭 masa setiap bulan 20 rb;5;0;2025-11-16 02:01:20;4.1.8;133;23
kenapa banyak gangguan dan sering mantenence .. kualitasnya tolong di jaga. pengguna Mbanking BCA ini sangat banyak . dan mbanking ini sangat penting bagi para pengguna nya .. semoga punya kualitas konsisten yang bagus. di tiap KCP BCA pelayanan dan kualitas sudah terbaik di Indonesia no1. cuma IT nya aja yg bagian system masih ya gitulah;3;1;2025-11-16 01:53:04;4.7.5;340;56
saya sedang memerlukan uang, tapi tidak bisa di akses karena pemeliharaan sistem;1;0;2025-11-16 01:41:32;4.7.5;80;12
Ada ada aja nih BCA, masa maintenace di hari sabtu mlm minggu kaya gini, udah tau klo sabtu mlm minggu udah pasti banyak transaksi, malah maintenace, bkn di hari biasa malah di hari lg sibuk sibuknya transaksi. ngaco;1;0;2025-11-16 01:34:43;4.7.5;216;38
bca kenapa lgi gangguan hadehh;1;0;2025-11-16 01:32:25;4.7.5;30;5
"kebiasaan banget kalo pemeliharaan jam"" malem, semua juga ada keperluan jngn apa apa pemeliharaan Mulu waktu nya cukup lama, coba jngn jam malam untuk pemeliharaan nya kalo seperti ini semua akan susah tidak semua pegang cash tolong di perbaiki jam jam pemeliharaan nya min";1;1;2025-11-16 01:26:59;4.7.5;273;44
terlalu sering pemeliharaan sistem . sangat mengganggu .;1;0;2025-11-16 01:22:51;4.7.5;56;8
harusnya bisa dong BCA mobile hari Minggu 16 2025/2026;5;0;2025-11-16 01:19:54;4.7.5;54;9
sangat puas,layanan cepat dan membantu sekali.;5;0;2025-11-16 01:16:10;4.7.5;46;6
apk sampah mt gapernah kasih info;1;0;2025-11-16 01:12:54;4.7.5;33;6
terlalu sering gangguan mbangking tiap malam;1;0;2025-11-16 01:05:36;4.7.5;44;6
jelek setiap ada transaksi yg penting malah ada pemeliharaan;1;0;2025-11-16 01:02:58;4.7.5;60;9
tolong jgn kebanyakan maintenance, bca Mobilenya.;2;0;2025-11-16 01:02:28;4.7.5;49;6
untuk Bank BCA , di sarankan hr ini tgl.16/11/25 untuk pemeliharan sistem max 1jam,klo 5jam itu terlalu lama,maaf org tidak semua operasional di siang hari,ada juga yg dari malam sampai pagi..terimKasih;2;0;2025-11-16 01:02:25;;202;31
malah gangguan. lagi urgen urgen nyah.;1;0;2025-11-16 00:59:29;4.7.5;38;6
kebanyakan maintance nih bcaaa;1;0;2025-11-16 00:48:03;;30;4
sukses slalu bca;5;0;2025-11-16 00:46:18;;16;3
Mau di pakai buat urgent, kebanyakan pemeliharaan an........;1;0;2025-11-16 00:42:38;4.7.5;60;8
kalo ada pemeliharaan harusnya ada pemberitahuan terlebih dahulu, KLO gini caranya gak bisa transaksi kebiasaan banget bca;1;0;2025-11-16 00:29:42;4.6.9;122;17
lg ada perlu urgent buat transfer, malah gk bisa dipke sedang dlm pemeliharaan dri jam 00.00 sampai jam 04.30, trlalu lama durasi nya, sdgkan org sedang urgent untk transaksi, skrg aplikasi Bca sngat buruk, sangat lama sekali loading nya, lemot bner;1;5;2025-11-16 00:24:54;4.7.5;249;41
bca( bank cabang asia) lantas kenapa tidak bisa aktiv 24 jam? sedangkan untuk transaksi ke negara lain, waktu tiap daerah ber beda² kenapa, semakin kesini semakin tidak nyaman, sedangkan potongan bulanan paling besar di antara bank lain, apakah saya harus pindah ke bank lain yang potong lebih kecil??;3;0;2025-11-16 00:19:59;4.7.5;301;48
sering trobel selalu maintenan🤦🤦🤦;2;0;2025-11-16 00:19:55;4.7.5;33;4
tiap malm minggu selalu maintenance..;1;0;2025-11-16 00:13:57;4.7.5;37;5
baik & mempermudah;5;0;2025-11-15 22:11:49;4.7.5;18;3
Bgus;5;0;2025-11-15 21:36:43;4.7.5;4;1
jos;5;0;2025-11-15 21:08:07;4.7.5;3;1
josss;5;0;2025-11-15 20:46:04;4.7.5;5;1
Bca mau transfer aja ribet harus hubungi financial;1;0;2025-11-15 20:07:59;4.6.8;50;8
kenapa abis di update.. kok stiap masuk lama & kluar lgi..;4;0;2025-11-15 16:12:52;4.7.5;58;11
sangat membsntu dan mudah;5;0;2025-11-15 15:39:40;4.7.5;25;4
baik;5;0;2025-11-15 15:37:54;4.7.3;4;1
kenapa ini mau tf antar bank kok gbisa sih malah ada tulisan nomer tidak terdaftar pdhl udh sering transaksi ke situ selalu bisa skrg udh gbisa . ini kenapa aplikasinya si;1;0;2025-11-15 15:24:32;4.7.5;171;31
saya sudah kasih bintang 5 kenapa mau verifikasi gagal terus padahal nomor bener KTP bener sinyal ok ada apa kah;5;0;2025-11-15 14:26:16;4.7.5;112;20
ok;5;0;2025-11-15 12:36:45;4.7.5;2;1
selalu disuruh login verifikasi ulang katanya sim gak sesuai. giliran udah di verifikasi, saya matiin sim nya eh suruh login lagi. ribet banget, padahal dulu gk kayak gini. masalahnya nomor saya beda negara gimana dong solusinya biar gak login² terus;1;2;2025-11-15 12:19:59;4.7.5;250;40
Dear BCA, tolong di perbaiki di sistemnya lagi masa mau login kode akses nya salah mulu sampai 3x padahal Password yang saya masukkan sudah sesuai dan ketika verifikasi harusnya kan minta password baru dan setelah aku ganti, masukkan ulang kode akses nya ketika mau login masa engga bisa juga pdhal Password yang baru sudah di masukkan. Bukan sekali atau 2 kali ini sudah berkali kali. Pulsa 50k pun dah hilang cuma untuk verifikasi melalui pesan 😢😢😢😢😢😢;1;9;2025-11-15 11:33:18;4.7.5;453;76
selalu perbarui SIM id card, berapa kali harus beli pulsa, apk jelek. iya udh aq pakek SIM yang terdaftar di bca Mobile, tapi tetep sajah sering suruh daftar kembali aq kecewa banget.ini udh kejadian lagi padahal stiap bulan udah ada 10.000 , emang apk bca ini apa sebangsat gini;1;0;2025-11-15 11:25:40;;279;49
mantap;5;0;2025-11-15 10:40:55;4.6.7;6;1
dapat menolong serta melihat antar transaksi satu dengan yang lainnya..;5;0;2025-11-15 09:54:24;4.7.5;71;10
saya transaksi di gopay ke bca di gopay transaksi berhasil dan ada buktinya tapi pas saya cek di bca Mobile tidak ada notifikasi dan saya cek saldo saya blm masuk sama sekali dari kemarin;1;0;2025-11-15 09:54:06;4.7.5;187;34
aku mau beralih ke My BCA nya;5;0;2025-11-15 09:18:49;4.7.5;29;7
cepat..;5;0;2025-11-15 07:47:26;;7;1
mantab pelayanan nya;5;0;2025-11-15 04:38:56;4.7.5;20;3
sulit untuk login kembali saat logout sampai menghabiskan pulsa saya 😏;3;0;2025-11-15 00:21:05;4.7.5;70;11
simple mudah dan yaa bisa diandalkan;5;0;2025-11-14 20:24:58;4.6.7;36;6
otp tapi harus melalui kirim sms, sangat ketinggalan zaman;1;0;2025-11-14 19:29:07;;58;9
pelayanan sangat baik, dan semua jadi serba mudah.;5;0;2025-11-14 17:16:37;4.7.5;50;8
mantap. tolong di pertahankan kekuatan nya agar tidak terbobol hacker;5;0;2025-11-14 15:39:10;;69;10
mntap;5;0;2025-11-14 14:54:42;4.7.5;5;1
ini knp dahh abis update malah ga bisa login;2;0;2025-11-14 14:43:47;4.7.5;44;9
ok;5;0;2025-11-14 14:35:02;;2;1
Kenapa sih buka rekening baru melalui sistem online selalu gagal, ku kira nasabah jadi enak yang hidup di pedesaan dan jauh dari bank dan kantor BCA ternyata lebih susah karena data ktp setelah melakukan video call tidak terbaca, lah apa gunanya sistem buka rekening baru secara online kalau harus datang ke kantor cabang terlebih dahulu, sedangkan kantor cabang aja sangat jauh dan jarang terdapat bank BCA terdekat.;1;2;2025-11-14 14:32:03;4.7.5;417;67
buang buang duit buat beli pulsa verifikasi gagal terus padahal no sudah terdaftar di ATM bca;1;0;2025-11-14 14:09:24;4.7.5;93;16
"abis pulsa gua mau daftar mbanking gak bisa""";1;0;2025-11-14 13:54:55;4.7.5;44;8
merah terus bos. gak hijau2 bos.. nanti saya bintang 5 kalo uda bener. soalnya liat review ternyata masalahnya sama *edit sudah rada bener. tapi masih lama nunggu hijaunya. gak kayak dulu;5;0;2025-11-14 12:59:13;4.7.5;187;31
top;5;0;2025-11-14 12:11:15;4.7.5;3;1
apk ini sangat membantu, terimakasih bca;5;0;2025-11-14 11:52:33;4.7.5;40;6
main gebyar BCA yang permainan gatcha gak bisa terus, tombol buka gatcha terlalu kebawah mepet dengan tombol back hape..tolong kalo bisa diperbaiki desain nya...terimakasih;3;0;2025-11-14 10:29:34;4.7.0;172;24
sangat baik;5;0;2025-11-14 09:34:38;4.7.5;11;2
aplikasi yang dapat di gunakan untuk transaksi berupa uang digital, tapi sayang nya pelayanan kurang cepat menurut saya tolong untuk pelayanan bisa di permudah;5;0;2025-11-14 07:46:13;4.7.5;159;24
transaksi melalui qris saldo ke potong di mutasi juga ada bukti, di inbox gak terdeteksi dan di tujuan penerima blm masuk transaksi pembayaran;1;0;2025-11-14 07:24:06;4.7.5;142;23
kode otp nya knp ga masuk² ya,plsa ada jaringan bgus tp ga ada msk sma skli.mohon perbaikan'a;2;0;2025-11-14 07:19:39;4.6.6;93;17
good;5;0;2025-11-14 07:12:16;4.6.8;4;1
jelek.klo udh ganti no hp,gak bs masuk ke aplikasi.ribet.hrs registrasi ulang di hp,ke ATM,klo di ATM gak bs hrs ke kantor cabang.gak ky BRImo registrasi gampang biarpun ganti no hp.cukup di hp.gak hrs ribet ke ATM atau ke kantor cabang;1;0;2025-11-14 07:09:13;;236;40
bagus;5;0;2025-11-14 06:13:16;;5;1
sangat bagus;5;0;2025-11-14 01:56:45;;12;2
terotomatis close;1;0;2025-11-14 01:02:38;4.7.5;17;2
susah daptar;1;0;2025-11-14 00:41:52;4.7.5;12;2
Aneh setiap kartu sim ke cabut harus login ulang, terus saat login minta foto muka, itu susah nya minta ampun, ujung2 nya di suruh ke bank lagi, males banget;1;0;2025-11-14 00:39:15;4.7.5;157;29
sangt mmbntu untuk transaksi;5;0;2025-11-14 00:34:06;;28;4
kalo jaringannya ngeleg tolong kasih tahu, ini kenapa saldo ke sedot paket belum masuk sih, aduh kacah bca;3;0;2025-11-13 23:32:33;4.7.5;106;18
makan memorinya besar banget 😭;4;0;2025-11-13 22:19:45;4.6.4;30;5
proses aktivasi banking tlong jangan terlalu memakan banyak pulsa;1;0;2025-11-13 19:40:43;4.6.1;65;9
sangat membantu terimakasih;5;0;2025-11-13 18:47:25;4.7.5;27;3
BCA GAJELAS CS BANK GA RAMAH M-BANKING SUSAH DAFTAR NYA BUTUH SINYAL BANGET;1;0;2025-11-13 18:43:35;4.7.5;75;13
nice;5;0;2025-11-13 18:37:48;4.7.5;4;1
Sementara transaksi tidak dapat diproses, silahkan ulangi beberapa saat lagi.;1;0;2025-11-13 18:25:10;4.7.5;77;10
mempermudah pembayaran;5;0;2025-11-13 18:14:27;4.7.5;22;2
susah bamget qris nya;1;0;2025-11-13 17:45:35;4.7.5;21;4
👍;5;0;2025-11-13 16:55:01;4.7.5;1;1
semenjak update terakhir kali mau transaksi lemot bgt delaynya dari notif lampu biru ke ijo;1;0;2025-11-13 12:56:31;4.7.5;91;15
lebih aman dibca;5;0;2025-11-13 12:44:19;4.3.7;16;3
pelayanan mengecewakan...;1;0;2025-11-13 12:17:51;;25;2
bagus;5;0;2025-11-13 11:51:34;4.7.5;5;1
Saya kurang setuju untuk fitur mutasi rekeningnya hanya bisa di download max dlm 1 bulan itupun min 7 hari. mohon bisa lebih di perpanjang akar kami bisa melihat record transakasi jauh sebelumnya tanpa harus ke bank. tks;2;1;2025-11-13 11:09:19;4.7.5;220;37
BCA mantaap;5;0;2025-11-13 09:32:23;4.7.5;11;2
jangan isi pulsa di Mbanking kalo tidak masuk ribet komplain mending beli ditnpt lain aja;1;0;2025-11-13 09:22:21;4.7.5;89;15
sangat bagus;5;0;2025-11-13 05:51:47;4.7.5;12;2
bagus dan mudah;5;0;2025-11-13 04:12:46;4.7.5;15;3
👌👌👌;5;0;2025-11-13 02:42:02;;3;1
baik;5;0;2025-11-12 23:56:47;4.7.5;4;1
sementara transaksi tidak dapat diproses, silakan ulangi beberapa saat lagi gitu aja terus 😑;1;0;2025-11-12 20:22:46;4.7.5;92;14
perkara ganti hp saja susah buat masuk gatau kenapa jadi ribet ini aplikasi;2;0;2025-11-12 20:06:21;;75;13
untuk ferivikasi wajah ko gak bisa yah kak..tolong arahan nya .mksh;3;0;2025-11-12 19:13:02;4.7.5;67;11
hari ini knpa VA.nya gagal terus ya?;2;0;2025-11-12 16:49:31;4.7.5;36;7
ijonya susah, merah mulu, mo transfer aja bolak balik nunggu ijo lama, sampek kluar lagi masuk lagi kluar lagi masuk lagi hadeeeeeeh, pindah bank lain aja maaf;1;0;2025-11-12 15:58:44;;159;27
"Kenapa sya tidak dpt melakukan transaksi selalu muncul notifikasi ""205 transaksi tidak dapat dilakukan coba beberapa saat lagi"" sudah 2 hari";3;0;2025-11-12 13:56:04;4.7.5;140;21
kenapa skr BCA Mobile tambah lemot ya setelah update. ga sprti sebelumnya enak digunakan dan responsip;3;0;2025-11-12 13:41:49;4.7.5;102;16
sngt memuaskan;5;0;2025-11-12 12:50:04;;14;2
sekarang mah kalau mau transper slalu loding,, gangguan sinyal trus,,;2;0;2025-11-12 12:12:07;4.7.5;69;10
bca penipu kmrn saya di telpon suruh iya iya aja, gataunya duit saya di ambilin, saya mau batalin, bisa di batalin tp duitnya gabisa di balikin, PENIPU;1;0;2025-11-12 11:13:22;4.7.5;151;27
good;4;0;2025-11-12 10:19:30;4.7.5;4;1
good;5;0;2025-11-12 09:54:58;4.7.0;4;1
2jt hilang entah kemana saat transfer ke bank lain, gangguan sistem;2;0;2025-11-12 09:16:14;4.7.5;67;11
kreen;5;0;2025-11-12 08:54:46;;5;1
sangat membantu;5;0;2025-11-12 08:01:28;4.7.5;15;2
ok banget;5;0;2025-11-12 05:18:03;4.7.5;9;2
bagus...bintang 5 donk;5;0;2025-11-12 04:32:28;;22;3
Saya sangat kecewa dengan BANK BCA kenapa tidak ad informasi,ketika saya langsung datang ke kantor BCA terkait uang mengendap 50Rb? saya tidak tau bapak saya transfer sebesar 35jadinya tidak masuk dan menjadi saldo mengendap😔 saya tidak akan memakai bank ini lagi jujur saya kecewa banget duit yang bapak saya transfer sangatlah penting dan menurut saya BCA mobile adalah rekening terburuk yang saya temui.;2;0;2025-11-12 02:09:30;;406;63
kurang update, yang lain udah pakai fingerprint saat login, sekelas bank bca tidak ada, payah sih;3;0;2025-11-12 01:24:48;4.7.5;97;16
mudah jadi bertransaksi sesamanya jadi tidak perlu lagi ke bank buat transfer.;4;0;2025-11-12 00:35:37;4.7.5;78;12
enakan livin by mandiri aplikasi nya,,;1;0;2025-11-11 22:59:11;;38;6
udah seminggu ini bca buat transaksi tidak bisa muncul warna hijau;1;0;2025-11-11 22:40:38;4.7.5;66;11
halo BCA Mobile, semoga ada update fitur bayar Tap qris NFC yaa, karena di apk sekarang masih belum ada ya?;3;0;2025-11-11 22:00:14;4.7.5;107;20
kenapa ya kak setiap transaksi harus verifikasi ulang?;4;0;2025-11-11 20:13:58;4.7.5;54;8
good;5;0;2025-11-11 19:52:38;4.7.5;4;1
